Trial,Seq,Value
trial_1,sub1_16,0.34
trial_1,sub1_18,0.38
trial_1,sub1_19,0.36
trial_1,sub1_25,0.42
trial_1,sub1_27,0.45
trial_1,sub1_30,0.49
trial_1,sub1_32,0.47
trial_1,sub1_33,0.47
trial_1,sub1_34,0.43
trial_1,sub1_36,0.41
trial_1,sub1_37,0.4
trial_1,sub1_38,0.35
trial_1,sub1_40,0.34
trial_1,sub1_41,0.41
trial_1,sub1_43,0.37
trial_1,sub1_44,0.36
trial_1,sub1_45,0.34
trial_1,sub1_47,0.27
trial_1,sub1_48,0.3
trial_1,sub1_49,0.28
trial_1,sub1_50,0.28
trial_1,sub1_51,0.26
trial_1,sub1_52,0.25
trial_1,sub1_53,0.24
trial_1,sub1_54,0.25
trial_1,sub1_55,0.23
trial_1,sub1_56,0.21
trial_1,sub1_57,0.23
trial_1,sub1_58,0.25
trial_1,sub1_59,0.27
trial_1,sub1_60,0.27
trial_1,sub1_61,0.28
trial_1,sub1_62,0.29
trial_1,sub1_63,0.29
trial_1,sub1_64,0.28
trial_1,sub1_65,0.29
trial_1,sub1_66,0.3
trial_1,sub1_67,0.31
trial_1,sub1_68,0.31
trial_1,sub1_69,0.29
trial_1,sub1_70,0.28
trial_1,sub1_71,0.26
trial_1,sub1_73,0.28
trial_1,sub1_74,0.26
trial_1,sub1_75,0.29
trial_1,sub1_76,0.38
trial_1,sub1_85,0.37
trial_1,sub1_86,0.33
trial_1,sub1_87,0.33
trial_1,sub2_0,0.25
trial_1,sub2_1,0.29
trial_1,sub2_2,0.33
trial_1,sub2_3,0.33
trial_1,sub2_4,0.36
trial_1,sub2_5,0.36
trial_1,sub2_9,0.41
trial_1,sub2_11,0.34
trial_1,sub2_12,0.3
trial_1,sub2_14,0.27
trial_1,sub2_16,0.29
trial_1,sub2_18,0.43
trial_1,sub2_19,0.42
trial_1,sub2_22,0.37
trial_1,sub2_23,0.35
trial_1,sub2_25,0.36
trial_1,sub2_27,0.34
trial_1,sub2_30,0.38
trial_1,sub2_32,0.3
trial_1,sub2_33,0.34
trial_1,sub2_34,0.31
trial_1,sub2_37,0.26
trial_1,sub2_39,0.3
trial_1,sub2_41,0.44
trial_1,sub2_43,0.4
trial_1,sub2_45,0.44
trial_1,sub2_47,0.37
trial_1,sub2_48,0.49
trial_1,sub2_49,0.29
trial_1,sub2_50,0.31
trial_1,sub2_51,0.29
trial_1,sub2_52,0.28
trial_1,sub2_53,0.27
trial_1,sub2_54,0.31
trial_1,sub2_55,0.33
trial_1,sub2_56,0.31
trial_1,sub2_57,0.32
trial_1,sub2_58,0.34
trial_1,sub2_59,0.33
trial_1,sub2_60,0.33
trial_1,sub2_61,0.36
trial_1,sub2_62,0.37
trial_1,sub2_63,0.37
trial_1,sub2_64,0.35
trial_1,sub2_65,0.32
trial_1,sub2_66,0.3
trial_1,sub2_67,0.28
trial_1,sub2_68,0.32
trial_1,sub2_69,0.37
trial_1,sub2_70,0.38
trial_1,sub2_71,0.39
trial_1,sub2_73,0.31
trial_1,sub2_74,0.34
trial_1,sub2_75,0.43
trial_1,sub2_76,0.35
trial_1,sub2_83,0.35
trial_1,sub2_84,0.4
trial_1,sub2_85,0.43
trial_1,sub2_86,0.32
trial_1,sub2_87,0.27
trial_1,sub3_0,0.33
trial_1,sub3_1,0.33
trial_1,sub3_3,0.3
trial_1,sub3_4,0.32
trial_1,sub3_5,0.3
trial_1,sub3_8,0.28
trial_1,sub3_9,0.42
trial_1,sub3_11,0.35
trial_1,sub3_14,0.28
trial_1,sub3_15,0.33
trial_1,sub3_16,0.29
trial_1,sub3_18,0.33
trial_1,sub3_19,0.33
trial_1,sub3_23,0.29
trial_1,sub3_24,0.27
trial_1,sub3_25,0.26
trial_1,sub3_26,0.26
trial_1,sub3_27,0.3
trial_1,sub3_29,0.4
trial_1,sub3_30,0.4
trial_1,sub3_31,0.39
trial_1,sub3_32,0.39
trial_1,sub3_33,0.41
trial_1,sub3_34,0.39
trial_1,sub3_37,0.41
trial_1,sub3_40,0.32
trial_1,sub3_41,0.38
trial_1,sub3_42,0.38
trial_1,sub3_43,0.34
trial_1,sub3_45,0.35
trial_1,sub3_46,0.36
trial_1,sub3_47,0.29
trial_1,sub3_48,0.3
trial_1,sub3_49,0.25
trial_1,sub3_50,0.24
trial_1,sub3_51,0.24
trial_1,sub3_52,0.24
trial_1,sub3_53,0.23
trial_1,sub3_54,0.24
trial_1,sub3_55,0.25
trial_1,sub3_56,0.25
trial_1,sub3_57,0.29
trial_1,sub3_58,0.3
trial_1,sub3_59,0.3
trial_1,sub3_60,0.32
trial_1,sub3_61,0.35
trial_1,sub3_62,0.37
trial_1,sub3_63,0.38
trial_1,sub3_64,0.4
trial_1,sub3_65,0.42
trial_1,sub3_66,0.44
trial_1,sub3_68,0.41
trial_1,sub3_69,0.41
trial_1,sub3_70,0.38
trial_1,sub3_71,0.35
trial_1,sub3_73,0.3
trial_1,sub3_74,0.31
trial_1,sub3_75,0.31
trial_1,sub3_76,0.33
trial_1,sub3_77,0.33
trial_1,sub3_84,0.3
trial_1,sub3_85,0.33
trial_1,sub3_86,0.35
trial_1,sub3_87,0.3
