Trial,Seq,Value
trial_1,mas_30,0.21
trial_1,mas_34,0.24
trial_1,mas_38,0.2
trial_1,mas_39,0.18
trial_1,mas_40,0.19
trial_1,mas_42,0.24
trial_1,mas_43,0.16
trial_1,mas_44,0.2
trial_1,mas_45,0.21
trial_1,mas_46,0.17
trial_1,mas_47,0.16
trial_1,mas_48,0.17
trial_1,mas_49,0.18
trial_1,mas_50,0.17
trial_1,mas_51,0.2
trial_1,mas_52,0.22
trial_1,mas_54,0.21
trial_1,mas_55,0.23
trial_1,mas_56,0.23
trial_1,mas_58,0.23
trial_1,sub1_1,0.31
trial_1,sub1_3,0.44
trial_1,sub1_4,0.44
trial_1,sub1_5,0.46
trial_1,sub1_6,0.32
trial_1,sub1_7,0.26
trial_1,sub1_9,0.27
trial_1,sub1_10,0.34
trial_1,sub1_12,0.28
trial_1,sub1_13,0.33
trial_1,sub1_14,0.28
trial_1,sub1_15,0.38
trial_1,sub1_16,0.41
trial_1,sub1_17,0.29
trial_1,sub1_18,0.27
trial_1,sub1_19,0.35
trial_1,sub1_20,0.25
trial_1,sub1_21,0.31
trial_1,sub1_22,0.31
trial_1,sub1_23,0.3
trial_1,sub1_24,0.3
trial_1,sub1_25,0.33
trial_1,sub1_27,0.33
trial_1,sub1_34,0.31
trial_1,sub1_38,0.36
trial_1,sub1_42,0.43
trial_1,sub1_43,0.42
trial_1,sub1_44,0.32
trial_1,sub1_46,0.37
trial_1,sub1_47,0.29
trial_1,sub1_48,0.3
trial_1,sub1_50,0.29
trial_1,sub1_52,0.39
trial_1,sub1_53,0.25
trial_1,sub1_55,0.27
trial_1,sub1_56,0.27
trial_1,sub1_58,1.0
trial_1,sub2_1,0.23
trial_1,sub2_3,0.29
trial_1,sub2_4,0.32
trial_1,sub2_5,0.31
trial_1,sub2_6,0.28
trial_1,sub2_7,0.26
trial_1,sub2_9,0.35
trial_1,sub2_10,0.36
trial_1,sub2_12,0.3
trial_1,sub2_13,0.26
trial_1,sub2_15,0.3
trial_1,sub2_17,0.33
trial_1,sub2_18,0.31
trial_1,sub2_19,0.32
trial_1,sub2_20,0.33
trial_1,sub2_21,0.36
trial_1,sub2_22,0.31
trial_1,sub2_23,0.27
trial_1,sub2_25,0.34
trial_1,sub2_27,0.38
trial_1,sub2_34,0.41
trial_1,sub2_38,0.37
trial_1,sub2_40,0.3
trial_1,sub2_41,0.25
trial_1,sub2_42,0.32
trial_1,sub2_43,0.35
trial_1,sub2_47,0.35
trial_1,sub2_48,0.32
trial_1,sub2_50,0.3
trial_1,sub2_52,0.32
trial_1,sub2_53,0.29
trial_1,sub2_55,0.29
trial_1,sub2_56,0.32
trial_1,sub2_58,0.45
trial_1,sub3_1,0.22
trial_1,sub3_2,0.22
trial_1,sub3_3,0.24
trial_1,sub3_4,0.25
trial_1,sub3_5,0.23
trial_1,sub3_6,0.22
trial_1,sub3_7,0.21
trial_1,sub3_9,0.29
trial_1,sub3_10,0.26
trial_1,sub3_11,0.29
trial_1,sub3_12,0.25
trial_1,sub3_13,0.3
trial_1,sub3_15,0.29
trial_1,sub3_16,0.27
trial_1,sub3_17,0.27
trial_1,sub3_18,0.27
trial_1,sub3_19,0.24
trial_1,sub3_20,0.23
trial_1,sub3_21,0.24
trial_1,sub3_22,0.25
trial_1,sub3_23,0.28
trial_1,sub3_25,0.26
trial_1,sub3_27,0.27
trial_1,sub3_34,0.28
trial_1,sub3_42,0.3
trial_1,sub3_43,0.24
trial_1,sub3_44,0.24
trial_1,sub3_45,0.28
trial_1,sub3_46,0.27
trial_1,sub3_47,0.29
trial_1,sub3_48,0.29
trial_1,sub3_50,0.24
trial_1,sub3_51,0.25
trial_1,sub3_52,0.23
trial_1,sub3_55,0.27
trial_1,sub3_56,0.25
trial_1,sub3_58,0.38
