Trial,Seq,Value
trial_0,sub2_78,0.4
trial_0,sub2_79,0.41
trial_0,sub2_80,0.41
trial_0,sub2_81,0.41
trial_0,sub2_82,0.43
trial_0,sub2_83,0.41
trial_0,sub2_84,0.5
trial_0,sub2_85,0.46
trial_0,sub2_86,0.5
trial_0,sub2_87,0.53
trial_0,sub2_88,0.51
trial_0,sub2_89,0.56
trial_0,sub2_90,0.62
trial_0,sub2_91,0.68
trial_0,sub2_92,0.58
trial_0,sub2_93,0.61
trial_0,sub2_94,0.46
trial_0,sub2_95,0.59
trial_0,sub2_96,0.58
trial_0,sub2_97,0.55
trial_0,sub2_98,0.53
trial_0,sub2_99,0.5
trial_0,sub2_100,0.48
trial_0,sub2_101,0.49
trial_0,sub2_102,0.47
trial_0,sub2_103,0.47
trial_0,sub2_104,0.45
trial_0,sub2_105,0.48
trial_0,sub2_106,0.51
trial_0,sub2_107,0.53
trial_0,sub2_108,0.41
trial_0,sub2_109,0.37
trial_0,sub2_110,0.3
trial_0,sub3_2,0.25
trial_0,sub3_3,0.34
trial_0,sub3_4,0.3
trial_0,sub3_5,0.28
trial_0,sub3_6,0.26
trial_0,sub3_7,0.24
trial_0,sub3_8,0.23
trial_0,sub3_9,0.23
trial_0,sub3_10,0.24
trial_0,sub3_11,0.25
trial_0,sub3_12,0.23
trial_0,sub3_13,0.27
trial_0,sub3_14,0.26
trial_0,sub3_15,0.28
trial_0,sub3_16,0.33
trial_0,sub3_17,0.35
trial_0,sub3_18,0.32
trial_0,sub3_19,0.3
trial_0,sub3_20,0.33
trial_0,sub3_21,0.31
trial_0,sub3_22,0.33
trial_0,sub3_23,0.32
trial_0,sub3_24,0.32
trial_0,sub3_25,0.31
trial_0,sub3_26,0.33
trial_0,sub3_27,0.33
trial_0,sub3_28,0.35
trial_0,sub3_29,0.35
trial_0,sub3_30,0.33
trial_0,sub3_31,0.31
trial_0,sub3_32,0.32
trial_0,sub3_33,0.33
trial_0,sub3_34,0.31
trial_0,sub3_35,0.27
trial_0,sub3_36,0.3
trial_0,sub3_37,0.23
trial_0,sub3_38,0.29
trial_0,sub3_39,0.31
trial_0,sub3_40,0.27
trial_0,sub3_41,0.28
trial_0,sub3_42,0.29
trial_0,sub3_43,0.29
trial_0,sub3_44,0.28
trial_0,sub3_45,0.3
trial_0,sub3_46,0.3
trial_0,sub3_47,0.33
trial_0,sub3_48,0.31
trial_0,sub3_49,0.31
trial_0,sub3_50,0.34
trial_0,sub3_51,0.31
trial_0,sub3_52,0.32
trial_0,sub3_53,0.34
trial_0,sub3_54,0.32
trial_0,sub3_55,0.35
trial_0,sub3_56,0.34
trial_0,sub3_57,0.36
trial_0,sub3_58,0.38
trial_0,sub3_59,0.34
trial_0,sub3_60,0.31
trial_0,sub3_61,0.34
trial_0,sub3_62,0.36
trial_0,sub3_63,0.33
trial_0,sub3_64,0.28
trial_0,sub3_65,0.31
trial_0,sub3_66,0.28
trial_0,sub3_67,0.28
trial_0,sub3_68,0.31
trial_0,sub3_69,0.27
trial_0,sub3_70,0.39
trial_0,sub3_71,0.36
trial_0,sub3_72,0.23
trial_0,sub3_73,0.29
trial_0,sub3_74,0.35
trial_0,sub3_75,0.28
trial_0,sub3_76,0.27
trial_0,sub3_77,0.38
trial_0,sub3_78,0.29
trial_0,sub3_79,0.27
trial_0,sub3_80,0.28
trial_0,sub3_81,0.29
trial_0,sub3_82,0.29
trial_0,sub3_83,0.29
trial_0,sub3_84,0.32
trial_0,sub3_85,0.29
trial_0,sub3_86,0.28
trial_0,sub3_87,0.27
trial_0,sub3_88,0.33
trial_0,sub3_89,0.34
trial_0,sub3_90,0.32
trial_0,sub3_91,0.35
trial_0,sub3_92,0.39
trial_0,sub3_93,0.31
trial_0,sub3_94,0.35
trial_0,sub3_95,0.32
trial_0,sub3_96,0.31
trial_0,sub3_97,0.3
trial_0,sub3_98,0.32
trial_0,sub3_99,0.32
trial_0,sub3_100,0.34
trial_0,sub3_101,0.29
trial_0,sub3_102,0.27
trial_0,sub3_103,0.25
trial_0,sub3_104,0.28
trial_0,sub3_105,0.32
trial_0,sub3_106,0.33
trial_0,sub3_107,0.36
trial_0,sub3_108,0.33
trial_0,sub3_109,0.31
trial_0,sub3_110,0.27
trial_1,mas_1,0.2
trial_1,mas_2,0.2
trial_1,mas_4,0.19
trial_1,mas_5,0.19
trial_1,mas_6,0.17
trial_1,mas_7,0.17
trial_1,mas_8,0.17
trial_1,mas_9,0.16
trial_1,mas_10,0.18
trial_1,mas_11,0.18
trial_1,mas_12,0.19
trial_1,mas_13,0.21
trial_1,mas_14,0.23
trial_1,mas_15,0.2
trial_1,mas_16,0.19
trial_1,mas_17,0.23
trial_1,mas_18,0.24
trial_1,mas_19,0.18
trial_1,mas_20,0.23
trial_1,mas_21,0.24
trial_1,mas_22,0.24
trial_1,mas_23,0.24
trial_1,mas_24,0.26
trial_1,mas_25,0.26
trial_1,mas_26,0.24
trial_1,mas_27,0.25
trial_1,mas_28,0.25
trial_1,mas_29,0.21
trial_1,mas_30,0.25
trial_1,mas_31,0.26
trial_1,mas_32,0.29
trial_1,mas_33,0.3
trial_1,mas_34,0.21
trial_1,mas_35,0.22
trial_1,mas_36,0.19
trial_1,mas_37,0.24
trial_1,mas_38,0.23
trial_1,mas_39,0.24
trial_1,mas_40,0.26
trial_1,mas_41,0.26
trial_1,mas_42,0.24
trial_1,mas_43,0.27
trial_1,mas_44,0.25
trial_1,mas_45,0.25
trial_1,mas_46,0.24
trial_1,mas_47,0.23
trial_1,mas_48,0.24
trial_1,mas_49,0.24
trial_1,mas_50,0.24
trial_1,mas_51,0.24
trial_1,mas_52,0.25
trial_1,mas_53,0.25
trial_1,mas_54,0.27
trial_1,mas_55,0.28
trial_1,mas_56,0.22
trial_1,mas_57,0.31
trial_1,mas_58,0.37
trial_1,mas_59,0.36
trial_1,mas_60,0.4
trial_1,mas_61,0.41
trial_1,mas_62,0.32
trial_1,mas_63,0.25
trial_1,mas_64,0.24
trial_1,mas_65,0.23
trial_1,mas_66,0.18
trial_1,mas_67,0.19
trial_1,mas_68,0.16
trial_1,mas_69,0.19
trial_1,mas_70,0.19
trial_1,mas_71,0.21
trial_1,mas_72,0.19
trial_1,mas_73,0.19
trial_1,mas_74,0.23
trial_1,mas_75,0.23
trial_1,mas_76,0.22
trial_1,mas_77,0.22
trial_1,mas_78,0.19
trial_1,mas_79,0.19
trial_1,mas_80,0.15
trial_1,mas_81,0.21
trial_1,mas_82,0.19
trial_1,mas_83,0.18
trial_1,mas_84,0.18
trial_1,mas_85,0.16
trial_1,mas_86,0.17
trial_1,mas_87,0.16
trial_1,mas_88,0.19
trial_1,mas_89,0.18
trial_1,mas_90,0.16
trial_1,mas_91,0.17
trial_1,mas_92,0.15
trial_1,mas_93,0.15
trial_1,mas_94,0.15
trial_1,mas_95,0.12
trial_1,mas_96,0.16
trial_1,mas_97,0.15
trial_1,mas_98,0.15
trial_1,mas_99,0.16
trial_1,mas_100,0.18
trial_1,mas_101,0.21
trial_1,sub1_1,0.21
trial_1,sub1_2,0.24
trial_1,sub1_4,0.47
trial_1,sub1_5,0.48
trial_1,sub1_6,0.48
trial_1,sub1_7,0.48
trial_1,sub1_8,0.48
trial_1,sub1_9,0.46
trial_1,sub1_10,0.44
trial_1,sub1_11,0.43
trial_1,sub1_12,0.45
trial_1,sub1_13,0.45
trial_1,sub1_14,0.44
trial_1,sub1_15,0.33
trial_1,sub1_16,0.43
trial_1,sub1_17,0.44
trial_1,sub1_18,0.43
trial_1,sub1_19,0.32
trial_1,sub1_20,0.47
trial_1,sub1_21,0.43
trial_1,sub1_22,0.42
trial_1,sub1_23,0.44
trial_1,sub1_24,0.44
trial_1,sub1_25,0.43
trial_1,sub1_26,0.44
trial_1,sub1_27,0.42
trial_1,sub1_28,0.42
trial_1,sub1_29,0.44
trial_1,sub1_30,0.45
trial_1,sub1_31,0.44
trial_1,sub1_32,0.43
trial_1,sub1_33,0.42
trial_1,sub1_34,0.42
trial_1,sub1_35,0.38
trial_1,sub1_36,0.36
trial_1,sub1_37,0.35
trial_1,sub1_38,0.33
trial_1,sub1_39,0.33
trial_1,sub1_40,0.31
trial_1,sub1_41,0.36
trial_1,sub1_42,0.35
trial_1,sub1_43,0.35
trial_1,sub1_44,0.3
trial_1,sub1_45,0.25
trial_1,sub1_46,0.27
trial_1,sub1_47,0.21
trial_1,sub1_48,0.22
trial_1,sub1_49,0.23
trial_1,sub1_50,0.26
trial_1,sub1_51,0.24
trial_1,sub1_52,0.26
trial_1,sub1_53,0.28
trial_1,sub1_54,0.27
trial_1,sub1_55,0.27
trial_1,sub1_56,0.36
trial_1,sub1_57,0.26
trial_1,sub1_58,0.3
trial_1,sub1_59,0.29
trial_1,sub1_60,0.28
trial_1,sub1_61,0.3
trial_1,sub1_62,0.28
trial_1,sub1_63,0.27
trial_1,sub1_64,0.27
trial_1,sub1_65,0.3
trial_1,sub1_66,0.29
trial_1,sub1_67,0.28
trial_1,sub1_68,0.28
trial_1,sub1_69,0.28
trial_1,sub1_70,0.29
trial_1,sub1_71,0.3
trial_1,sub1_72,0.28
trial_1,sub1_73,0.3
trial_1,sub1_74,0.33
trial_1,sub1_75,0.31
trial_1,sub1_76,0.44
trial_1,sub1_77,0.43
trial_1,sub1_78,0.39
trial_1,sub1_79,0.33
trial_1,sub1_80,0.29
trial_1,sub1_81,0.21
trial_1,sub1_82,0.2
trial_1,sub1_83,0.25
trial_1,sub1_84,0.23
trial_1,sub1_85,0.22
trial_1,sub1_86,0.23
trial_1,sub1_87,0.36
trial_1,sub1_88,0.23
trial_1,sub1_89,0.33
trial_1,sub1_90,0.32
trial_1,sub1_91,0.33
trial_1,sub1_92,0.35
trial_1,sub1_93,0.43
trial_1,sub1_94,0.46
trial_1,sub1_95,0.44
trial_1,sub1_96,0.47
trial_1,sub1_97,0.46
trial_1,sub1_98,0.44
trial_1,sub1_99,0.45
trial_1,sub1_100,0.42
trial_1,sub1_101,0.26
trial_1,sub2_1,0.48
trial_1,sub2_2,0.4
trial_1,sub2_4,0.41
trial_1,sub2_5,0.43
trial_1,sub2_6,0.43
trial_1,sub2_7,0.38
trial_1,sub2_8,0.34
trial_1,sub2_9,0.32
trial_1,sub2_10,0.33
trial_1,sub2_11,0.34
trial_1,sub2_12,0.44
trial_1,sub2_13,0.51
trial_1,sub2_14,0.59
trial_1,sub2_15,0.67
trial_1,sub2_16,0.61
trial_1,sub2_17,0.63
trial_1,sub2_18,0.62
trial_1,sub2_19,0.62
trial_1,sub2_20,0.56
trial_1,sub2_21,0.46
trial_1,sub2_22,0.43
trial_1,sub2_23,0.39
trial_1,sub2_24,0.4
trial_1,sub2_25,0.38
trial_1,sub2_26,0.36
trial_1,sub2_27,0.33
trial_1,sub2_28,0.34
trial_1,sub2_29,0.34
trial_1,sub2_30,0.31
trial_1,sub2_31,0.35
trial_1,sub2_32,0.34
trial_1,sub2_33,0.39
trial_1,sub2_34,0.36
trial_1,sub2_35,0.4
trial_1,sub2_36,0.4
trial_1,sub2_37,0.44
trial_1,sub2_38,0.51
trial_1,sub2_39,0.47
trial_1,sub2_40,0.57
trial_1,sub2_41,0.55
trial_1,sub2_42,0.5
trial_1,sub2_43,0.49
trial_1,sub2_44,0.43
trial_1,sub2_45,0.44
trial_1,sub2_46,0.33
trial_1,sub2_47,0.38
trial_1,sub2_48,0.32
trial_1,sub2_49,0.34
trial_1,sub2_50,0.3
trial_1,sub2_51,0.26
trial_1,sub2_52,0.29
trial_1,sub2_53,0.35
trial_1,sub2_54,0.28
trial_1,sub2_55,0.28
trial_1,sub2_56,0.33
trial_1,sub2_57,0.27
trial_1,sub2_58,0.3
trial_1,sub2_59,0.29
trial_1,sub2_60,0.3
trial_1,sub2_61,0.29
trial_1,sub2_62,0.36
trial_1,sub2_63,0.32
trial_1,sub2_64,0.26
trial_1,sub2_65,0.26
trial_1,sub2_66,0.29
trial_1,sub2_67,0.32
trial_1,sub2_68,0.31
trial_1,sub2_69,0.36
trial_1,sub2_70,0.49
trial_1,sub2_71,0.47
trial_1,sub2_72,0.37
trial_1,sub2_73,0.37
trial_1,sub2_74,0.49
trial_1,sub2_75,0.42
trial_1,sub2_76,0.52
trial_1,sub2_77,0.48
trial_1,sub2_78,0.47
trial_1,sub2_79,0.41
trial_1,sub2_80,0.41
trial_1,sub2_81,0.33
trial_1,sub2_82,0.31
trial_1,sub2_83,0.32
trial_1,sub2_84,0.26
trial_1,sub2_85,0.29
trial_1,sub2_86,0.3
trial_1,sub2_87,0.41
trial_1,sub2_88,0.3
trial_1,sub2_89,0.4
trial_1,sub2_90,0.41
trial_1,sub2_91,0.44
trial_1,sub2_92,0.46
trial_1,sub2_93,0.4
trial_1,sub2_94,0.45
trial_1,sub2_95,0.45
trial_1,sub2_96,0.44
trial_1,sub2_97,0.43
trial_1,sub2_98,0.42
trial_1,sub2_99,0.47
trial_1,sub2_100,0.55
trial_1,sub2_101,0.28
trial_1,sub3_1,0.41
trial_1,sub3_2,0.35
trial_1,sub3_4,0.3
trial_1,sub3_5,0.28
trial_1,sub3_6,0.24
trial_1,sub3_7,0.23
trial_1,sub3_8,0.23
trial_1,sub3_9,0.25
trial_1,sub3_10,0.28
trial_1,sub3_11,0.28
trial_1,sub3_12,0.29
trial_1,sub3_13,0.29
trial_1,sub3_14,0.28
trial_1,sub3_15,0.35
trial_1,sub3_16,0.33
trial_1,sub3_17,0.23
trial_1,sub3_18,0.24
trial_1,sub3_19,0.28
trial_1,sub3_20,0.21
trial_1,sub3_21,0.21
trial_1,sub3_22,0.21
trial_1,sub3_23,0.21
trial_1,sub3_24,0.21
trial_1,sub3_25,0.21
trial_1,sub3_26,0.21
trial_1,sub3_27,0.24
trial_1,sub3_28,0.24
trial_1,sub3_29,0.28
trial_1,sub3_30,0.24
trial_1,sub3_31,0.26
trial_1,sub3_32,0.27
trial_1,sub3_33,0.3
trial_1,sub3_34,0.37
trial_1,sub3_35,0.33
trial_1,sub3_36,0.38
trial_1,sub3_37,0.36
trial_1,sub3_38,0.37
trial_1,sub3_39,0.35
trial_1,sub3_40,0.34
trial_1,sub3_41,0.29
trial_1,sub3_42,0.31
trial_1,sub3_43,0.31
trial_1,sub3_44,0.29
trial_1,sub3_45,0.28
trial_1,sub3_46,0.29
trial_1,sub3_47,0.29
trial_1,sub3_48,0.3
trial_1,sub3_49,0.28
trial_1,sub3_50,0.27
trial_1,sub3_51,0.26
trial_1,sub3_52,0.22
trial_1,sub3_53,0.24
trial_1,sub3_54,0.26
trial_1,sub3_55,0.24
trial_1,sub3_56,0.26
trial_1,sub3_57,0.29
trial_1,sub3_58,0.29
trial_1,sub3_59,0.31
trial_1,sub3_60,0.31
trial_1,sub3_61,0.3
trial_1,sub3_62,0.21
trial_1,sub3_63,0.2
trial_1,sub3_64,0.22
trial_1,sub3_65,0.23
trial_1,sub3_66,0.24
trial_1,sub3_67,0.25
trial_1,sub3_68,0.25
trial_1,sub3_69,0.31
trial_1,sub3_70,0.31
trial_1,sub3_71,0.35
trial_1,sub3_72,0.36
trial_1,sub3_73,0.37
trial_1,sub3_74,0.37
trial_1,sub3_75,0.35
trial_1,sub3_76,0.27
trial_1,sub3_77,0.29
trial_1,sub3_78,0.32
trial_1,sub3_79,0.3
trial_1,sub3_80,0.29
trial_1,sub3_81,0.27
trial_1,sub3_82,0.27
trial_1,sub3_83,0.27
trial_1,sub3_84,0.27
trial_1,sub3_85,0.22
trial_1,sub3_86,0.22
trial_1,sub3_87,0.31
trial_1,sub3_88,0.24
trial_1,sub3_89,0.29
trial_1,sub3_90,0.31
trial_1,sub3_91,0.32
trial_1,sub3_92,0.28
trial_1,sub3_93,0.27
trial_1,sub3_94,0.29
trial_1,sub3_95,0.28
trial_1,sub3_96,0.28
trial_1,sub3_97,0.26
trial_1,sub3_98,0.25
trial_1,sub3_99,0.35
trial_1,sub3_100,0.4
trial_1,sub3_101,0.27
